id,is_certified,assignment_id,user_id,image
1,True,1,1,null
2,True,2,1,null
3,True,3,1,null
4,True,4,1,null
5,False,5,1,null
6,False,6,1,null
7,True,7,1,null
8,True,8,1,null
9,True,9,1,null
10,True,10,1,null
11,False,11,1,null
12,False,12,1,null
13,True,13,1,null
14,True,14,2,null
15,False,15,2,null
16,True,16,2,null
17,True,17,2,null
18,True,18,2,null
19,False,19,2,null
20,True,20,2,null
21,False,21,2,null
22,True,22,2,null
23,False,23,2,null
24,False,24,2,null
25,False,25,2,null
26,False,26,2,null
27,True,27,2,null
28,True,28,3,null
29,True,29,3,null
30,False,30,3,null
31,False,31,3,null
32,True,32,3,null
33,False,33,3,null
34,True,34,3,null
35,True,35,3,null
36,True,36,3,null
37,True,37,3,null
38,True,38,4,null
39,True,39,4,null
40,True,40,4,null
41,True,41,4,null
42,False,42,4,null
43,True,43,4,null
44,True,44,4,null
45,True,45,4,null
46,True,46,4,null
47,True,47,4,null
48,True,48,4,null
49,True,49,5,null
50,True,50,5,null
51,True,51,5,null
52,True,52,5,null
53,False,53,5,null
54,True,54,5,null
55,True,55,5,null
56,False,56,5,null
57,True,57,5,null
58,False,58,5,null
59,True,59,6,null
60,True,60,6,null
61,False,61,6,null
62,False,62,6,null
63,False,63,6,null
64,False,64,6,null
65,True,65,6,null
66,False,66,6,null
67,True,67,6,null
68,False,68,6,null
69,True,69,6,null
70,True,70,7,null
71,True,71,7,null
72,False,72,7,null
73,False,73,7,null
74,True,74,7,null
75,True,75,7,null
76,True,76,7,null
77,True,77,7,null
78,True,78,7,null
79,True,79,7,null
80,True,80,7,null
81,True,81,8,null
82,True,82,8,null
83,True,83,8,null
84,False,84,8,null
85,True,85,8,null
86,True,86,8,null
87,True,87,8,null
88,True,88,8,null
89,True,89,8,null
90,True,90,8,null
91,False,91,9,null
92,False,92,9,null
93,True,93,9,null
94,False,94,9,null
95,True,95,9,null
96,True,96,9,null
97,True,97,9,null
98,True,98,9,null
99,True,99,9,null
100,True,100,9,null
101,False,101,9,null
102,True,102,9,null
103,True,103,9,null
104,True,104,10,null
105,True,105,10,null
106,True,106,10,null
107,True,107,10,null
108,True,108,10,null
109,True,109,10,null
110,False,110,10,null
111,True,111,10,null
112,True,112,10,null
113,True,113,10,null
114,True,114,11,null
115,True,115,11,null
116,True,116,11,null
117,True,117,11,null
118,True,118,11,null
119,True,119,11,null
120,False,120,11,null
121,False,121,11,null
122,False,122,11,null
123,True,123,11,null
124,True,124,11,null
125,True,125,11,null
126,True,126,11,null
127,False,127,11,null
128,True,128,12,null
129,True,129,12,null
130,False,130,12,null
131,True,131,12,null
132,True,132,12,null
133,True,133,12,null
134,False,134,12,null
135,True,135,12,null
136,False,136,12,null
137,True,137,12,null
138,True,138,12,null
139,False,139,12,null
140,False,140,12,null
141,True,141,12,null
142,True,142,13,null
143,False,143,13,null
144,True,144,13,null
145,True,145,13,null
146,True,146,13,null
147,True,147,13,null
148,True,148,13,null
149,True,149,13,null
150,True,150,13,null
151,True,151,13,null
152,True,152,13,null
153,True,153,13,null
154,False,154,13,null
155,False,155,13,null
156,True,156,13,null
157,True,157,14,null
158,True,158,14,null
159,True,159,14,null
160,False,160,14,null
161,False,161,14,null
162,False,162,14,null
163,True,163,14,null
164,True,164,14,null
165,False,165,14,null
166,True,166,14,null
167,True,167,14,null
168,True,168,15,null
169,True,169,15,null
170,True,170,15,null
171,True,171,15,null
172,False,172,15,null
173,True,173,15,null
174,True,174,15,null
175,True,175,15,null
176,True,176,15,null
177,True,177,15,null
178,True,178,15,null
179,True,179,16,null
180,True,180,16,null
181,False,181,16,null
182,True,182,16,null
183,False,183,16,null
184,True,184,16,null
185,True,185,16,null
186,True,186,16,null
187,False,187,16,null
188,True,188,16,null
189,True,189,16,null
190,True,190,16,null
191,True,191,16,null
192,True,192,16,null
193,False,193,17,null
194,True,194,17,null
195,True,195,17,null
196,True,196,17,null
197,False,197,17,null
