id,is_certified,user_id,assignment_id
1,True,1,1
2,False,1,2
3,False,1,3
4,True,1,4
5,True,1,5
6,False,1,6
7,True,1,7
8,True,1,8
9,True,1,9
10,True,1,10
11,False,1,11
12,True,1,12
13,True,2,13
14,False,2,14
15,True,2,15
16,True,2,16
17,True,2,17
18,True,2,18
19,False,2,19
20,False,2,20
21,False,2,21
22,False,2,22
23,True,3,23
24,True,3,24
25,True,3,25
26,True,3,26
27,True,3,27
28,True,3,28
29,True,3,29
30,True,3,30
31,True,3,31
32,True,3,32
33,True,3,33
34,True,4,34
35,True,4,35
36,True,4,36
37,True,4,37
38,True,4,38
39,False,4,39
40,True,4,40
41,True,4,41
42,False,4,42
43,False,4,43
44,False,4,44
45,True,5,45
46,True,5,46
47,False,5,47
48,True,5,48
49,False,5,49
50,False,5,50
51,True,5,51
52,False,5,52
53,False,5,53
54,True,5,54
55,False,5,55
56,False,5,56
57,True,5,57
58,True,6,58
59,False,6,59
60,False,6,60
61,True,6,61
62,False,6,62
63,True,6,63
64,True,6,64
65,False,6,65
66,True,6,66
67,False,6,67
68,True,7,68
69,True,7,69
70,False,7,70
71,True,7,71
72,True,7,72
73,False,7,73
74,False,7,74
75,True,7,75
76,True,7,76
77,False,7,77
78,True,7,78
79,False,8,79
80,True,8,80
81,False,8,81
82,True,8,82
83,True,8,83
84,True,8,84
85,False,8,85
86,True,8,86
87,True,8,87
88,True,8,88
89,True,8,89
90,False,8,90
91,True,8,91
92,False,9,92
93,False,9,93
94,False,9,94
95,False,9,95
96,True,9,96
97,True,9,97
98,True,9,98
99,False,9,99
100,True,9,100
101,True,9,101
102,False,9,102
103,True,9,103
104,True,9,104
105,True,9,105
106,False,9,106
107,True,10,107
108,True,10,108
109,True,10,109
110,True,10,110
111,True,10,111
112,True,10,112
113,False,10,113
114,False,10,114
115,False,10,115
116,True,10,116
117,False,11,117
118,True,11,118
119,True,11,119
120,False,11,120
121,True,11,121
122,False,11,122
123,False,11,123
124,False,11,124
125,False,11,125
126,False,11,126
127,True,11,127
128,False,11,128
129,True,11,129
130,True,12,130
131,True,12,131
132,True,12,132
133,False,12,133
134,True,12,134
135,True,12,135
136,False,12,136
137,False,12,137
138,True,12,138
139,True,12,139
140,True,12,140
141,False,13,141
142,False,13,142
143,False,13,143
144,True,13,144
145,False,13,145
146,False,13,146
147,False,13,147
148,True,13,148
149,True,13,149
150,True,13,150
151,False,14,151
152,True,14,152
153,False,14,153
154,True,14,154
155,True,14,155
156,False,14,156
157,True,14,157
158,True,14,158
159,False,14,159
160,False,14,160
161,False,15,161
162,False,15,162
163,True,15,163
164,False,15,164
165,False,15,165
166,True,15,166
167,True,15,167
168,True,15,168
169,True,15,169
170,False,15,170
171,True,15,171
172,True,15,172
173,True,16,173
174,False,16,174
175,False,16,175
176,False,16,176
177,True,16,177
178,True,16,178
179,True,16,179
180,True,16,180
181,False,16,181
182,True,16,182
183,True,16,183
184,True,16,184
185,False,16,185
186,False,16,186
187,True,16,187
188,True,17,188
189,True,17,189
190,True,17,190
191,False,17,191
192,True,17,192
193,True,17,193
194,True,17,194
195,True,17,195
196,True,17,196
197,True,17,197
198,True,17,198
199,True,17,199
200,True,18,200
201,True,18,201
202,False,18,202
203,False,18,203
204,False,18,204
205,False,18,205
206,False,18,206
207,False,18,207
208,True,18,208
209,False,18,209
210,False,19,210
211,True,19,211
212,True,19,212
213,True,19,213
214,True,19,214
215,True,19,215
216,True,19,216
217,True,19,217
218,False,19,218
219,True,19,219
220,True,19,220
221,True,20,221
222,True,20,222
223,False,20,223
224,False,20,224
225,True,20,225
226,True,20,226
227,False,20,227
228,True,20,228
229,True,20,229
230,False,20,230
231,False,20,231
232,True,21,232
233,False,21,233
234,True,21,234
235,True,21,235
236,True,21,236
237,True,21,237
238,True,21,238
239,False,21,239
240,True,21,240
241,True,21,241
242,False,21,242
243,True,22,243
244,True,22,244
245,True,22,245
246,False,22,246
247,True,22,247
248,True,22,248
249,False,22,249
250,True,22,250
251,True,22,251
252,True,22,252
253,True,22,253
254,True,22,254
255,False,22,255
256,True,22,256
257,False,22,257
258,False,23,258
259,True,23,259
260,True,23,260
261,False,23,261
262,True,23,262
263,True,23,263
264,False,23,264
265,True,23,265
266,True,23,266
267,True,23,267
268,True,23,268
269,True,23,269
270,True,23,270
271,False,23,271
272,False,24,272
273,False,24,273
274,False,24,274
275,False,24,275
276,True,24,276
277,True,24,277
278,True,24,278
279,True,24,279
280,True,24,280
281,True,24,281
282,True,24,282
283,True,24,283
284,True,25,284
285,True,25,285
286,True,25,286
287,True,25,287
288,True,25,288
289,True,25,289
290,False,25,290
291,True,25,291
292,False,25,292
293,True,25,293
294,True,25,294
295,False,25,295
296,True,25,296
297,False,25,297
298,True,26,298
299,True,26,299
300,True,26,300
301,False,26,301
302,True,26,302
303,False,26,303
304,False,26,304
305,False,26,305
306,False,26,306
307,True,26,307
308,True,26,308
309,False,26,309
310,False,26,310
311,True,26,311
312,False,27,312
313,True,27,313
314,True,27,314
315,True,27,315
316,True,27,316
317,True,27,317
318,True,27,318
319,False,27,319
320,True,27,320
321,True,27,321
322,False,28,322
323,True,28,323
324,True,28,324
325,True,28,325
326,True,28,326
327,True,28,327
328,True,28,328
329,True,28,329
330,True,28,330
331,True,28,331
332,True,28,332
333,True,28,333
334,False,28,334
335,True,29,335
336,False,29,336
337,True,29,337
338,True,29,338
339,False,29,339
340,False,29,340
341,False,29,341
342,True,29,342
343,False,29,343
344,True,29,344
345,True,29,345
346,True,30,346
347,False,30,347
348,True,30,348
349,True,30,349
350,False,30,350
351,True,30,351
352,True,30,352
353,True,30,353
354,True,30,354
355,True,30,355
356,True,30,356
357,True,30,357
358,True,30,358
359,True,31,359
360,True,31,360
361,True,31,361
362,True,31,362
363,True,31,363
364,True,31,364
365,False,31,365
366,True,31,366
367,True,31,367
368,False,31,368
369,True,31,369
370,True,31,370
371,True,31,371
372,False,31,372
373,True,32,373
374,False,32,374
375,False,32,375
376,True,32,376
377,True,32,377
378,True,32,378
379,True,32,379
380,True,32,380
381,True,32,381
382,True,32,382
383,True,32,383
384,True,32,384
385,False,32,385
386,True,33,386
387,True,33,387
388,True,33,388
389,True,33,389
390,False,33,390
391,False,33,391
392,True,33,392
393,True,33,393
394,True,33,394
395,False,33,395
396,False,33,396
397,True,34,397
398,True,34,398
399,True,34,399
400,False,34,400
401,True,34,401
402,False,34,402
403,True,34,403
404,True,34,404
405,True,34,405
406,True,34,406
407,True,34,407
408,True,34,408
409,True,34,409
410,True,34,410
411,True,34,411
412,True,35,412
413,False,35,413
