id,is_certified,user_id,assignment_id
1,True,1,1
2,False,1,2
3,True,1,3
4,True,1,4
5,True,1,5
6,True,1,6
7,False,1,7
8,True,1,8
9,False,1,9
10,True,1,10
11,False,2,11
12,False,2,12
13,True,2,13
14,True,2,14
15,True,2,15
16,True,2,16
17,False,2,17
18,False,2,18
19,True,2,19
20,False,2,20
21,True,2,21
22,True,2,22
23,True,2,23
24,False,2,24
25,True,2,25
26,False,3,26
27,True,3,27
28,True,3,28
29,True,3,29
30,True,3,30
31,False,3,31
32,False,3,32
33,True,3,33
34,True,3,34
35,True,3,35
36,True,3,36
37,False,4,37
38,True,4,38
39,True,4,39
40,True,4,40
41,False,4,41
42,False,4,42
43,False,4,43
44,False,4,44
45,True,4,45
46,False,4,46
47,False,4,47
48,True,4,48
49,False,4,49
50,False,5,50
51,False,5,51
52,False,5,52
53,False,5,53
54,True,5,54
55,True,5,55
56,False,5,56
57,False,5,57
58,True,5,58
59,True,5,59
60,True,5,60
61,True,5,61
62,True,5,62
63,False,5,63
64,True,5,64
65,True,6,65
66,True,6,66
67,True,6,67
68,True,6,68
69,True,6,69
70,True,6,70
71,True,6,71
72,True,6,72
73,False,6,73
74,True,6,74
75,True,6,75
76,True,6,76
77,True,7,77
78,False,7,78
79,False,7,79
80,True,7,80
81,True,7,81
82,True,7,82
83,True,7,83
84,True,7,84
85,True,7,85
86,True,7,86
87,True,8,87
88,True,8,88
89,True,8,89
90,True,8,90
91,False,8,91
92,False,8,92
93,True,8,93
94,True,8,94
95,True,8,95
96,True,8,96
97,True,9,97
98,True,9,98
99,False,9,99
100,True,9,100
101,False,9,101
102,False,9,102
103,True,9,103
104,False,9,104
105,False,9,105
106,True,9,106
107,True,9,107
108,True,9,108
109,False,9,109
110,True,9,110
111,True,10,111
112,True,10,112
113,True,10,113
114,True,10,114
115,False,10,115
116,False,10,116
117,True,10,117
118,False,10,118
119,False,10,119
120,False,10,120
121,False,10,121
122,True,10,122
123,True,10,123
124,True,11,124
125,True,11,125
126,True,11,126
127,True,11,127
128,True,11,128
129,True,11,129
130,True,11,130
131,True,11,131
132,True,11,132
133,True,11,133
134,False,12,134
135,True,12,135
136,False,12,136
137,True,12,137
138,True,12,138
139,False,12,139
140,True,12,140
141,True,12,141
142,True,12,142
143,True,12,143
144,True,12,144
145,True,13,145
146,False,13,146
147,True,13,147
148,True,13,148
149,True,13,149
150,False,13,150
151,True,13,151
152,True,13,152
153,True,13,153
154,True,13,154
155,False,13,155
156,True,13,156
157,True,13,157
158,True,13,158
159,True,14,159
160,True,14,160
161,True,14,161
162,False,14,162
163,True,14,163
164,True,14,164
165,True,14,165
166,True,14,166
167,False,14,167
168,True,14,168
169,True,15,169
170,True,15,170
171,True,15,171
172,False,15,172
173,False,15,173
174,False,15,174
175,True,15,175
176,True,15,176
177,True,15,177
178,True,15,178
179,True,15,179
180,True,15,180
181,False,15,181
182,True,15,182
183,False,15,183
184,False,16,184
185,True,16,185
186,False,16,186
187,True,16,187
188,True,16,188
189,True,16,189
190,False,16,190
191,True,16,191
192,True,16,192
193,True,16,193
194,True,16,194
195,True,17,195
196,True,17,196
197,True,17,197
198,True,17,198
199,False,17,199
200,True,17,200
201,False,17,201
202,True,17,202
203,False,17,203
204,True,17,204
205,True,17,205
206,True,17,206
207,True,17,207
208,True,17,208
209,True,18,209
210,True,18,210
211,True,18,211
212,True,18,212
213,True,18,213
214,True,18,214
215,False,18,215
216,False,18,216
217,False,18,217
218,True,18,218
219,False,19,219
220,True,19,220
221,False,19,221
222,True,19,222
223,True,19,223
224,False,19,224
225,False,19,225
226,True,19,226
227,True,19,227
228,True,19,228
229,True,19,229
230,False,20,230
231,False,20,231
232,True,20,232
233,True,20,233
234,False,20,234
235,True,20,235
236,True,20,236
237,True,20,237
238,True,20,238
239,True,20,239
240,True,20,240
241,False,20,241
242,False,21,242
243,True,21,243
244,True,21,244
245,True,21,245
246,True,21,246
247,True,21,247
248,True,21,248
249,True,21,249
250,True,21,250
251,True,21,251
252,False,21,252
253,False,21,253
254,True,21,254
255,True,21,255
256,False,22,256
257,True,22,257
258,True,22,258
259,True,22,259
260,False,22,260
261,False,22,261
262,True,22,262
263,True,22,263
264,True,22,264
265,True,22,265
266,True,22,266
267,False,22,267
268,True,22,268
269,True,22,269
270,True,22,270
271,True,23,271
272,True,23,272
273,True,23,273
274,True,23,274
275,False,23,275
276,True,23,276
277,False,23,277
278,True,23,278
279,True,23,279
280,True,23,280
281,True,23,281
282,True,23,282
283,True,23,283
284,False,24,284
285,False,24,285
286,True,24,286
287,True,24,287
288,True,24,288
289,True,24,289
290,False,24,290
291,True,24,291
292,True,24,292
293,True,24,293
294,True,25,294
295,True,25,295
296,False,25,296
297,True,25,297
298,True,25,298
299,True,25,299
300,False,25,300
301,True,25,301
302,True,25,302
303,True,25,303
304,True,25,304
305,True,26,305
306,True,26,306
307,True,26,307
308,True,26,308
309,False,26,309
310,True,26,310
311,True,26,311
312,True,26,312
313,True,26,313
314,True,26,314
315,True,27,315
316,False,27,316
317,True,27,317
318,False,27,318
319,False,27,319
320,True,27,320
321,True,27,321
322,True,27,322
323,True,27,323
324,True,27,324
325,True,27,325
326,False,27,326
327,True,27,327
328,True,27,328
329,True,28,329
330,False,28,330
331,True,28,331
332,True,28,332
333,False,28,333
334,True,28,334
335,True,28,335
336,True,28,336
337,False,28,337
338,True,28,338
339,True,29,339
340,True,29,340
341,True,29,341
342,False,29,342
343,False,29,343
344,False,29,344
345,True,29,345
346,True,29,346
347,True,29,347
348,False,29,348
349,False,29,349
350,True,30,350
351,True,30,351
352,True,30,352
353,True,30,353
354,True,30,354
355,True,30,355
356,True,30,356
357,True,30,357
358,True,30,358
359,False,30,359
360,False,30,360
361,True,30,361
362,True,30,362
363,True,30,363
364,True,30,364
365,False,31,365
366,True,31,366
367,False,31,367
368,True,31,368
369,True,31,369
370,False,31,370
371,False,31,371
372,True,31,372
373,True,31,373
374,False,31,374
375,True,32,375
376,False,32,376
377,False,32,377
378,True,32,378
379,False,32,379
380,True,32,380
381,True,32,381
382,False,32,382
383,True,32,383
384,False,32,384
385,True,33,385
386,True,33,386
387,True,33,387
388,True,33,388
389,False,33,389
390,True,33,390
391,True,33,391
392,True,33,392
393,True,33,393
394,True,33,394
395,True,34,395
396,True,34,396
397,True,34,397
398,False,34,398
399,True,34,399
400,True,34,400
401,False,34,401
402,True,34,402
403,True,34,403
404,True,34,404
405,False,34,405
406,False,34,406
407,True,34,407
408,False,34,408
409,True,34,409
410,True,35,410
411,True,35,411
412,False,35,412
413,True,35,413
