id,rating,user_id,assignment_id
1,80,1,1
2,75,1,2
3,89,1,3
4,90,1,4
5,78,1,5
6,82,1,6
7,68,1,7
8,83,1,8
9,74,1,9
10,83,1,10
11,68,2,11
12,73,2,12
13,80,2,13
14,81,2,14
15,85,2,15
16,78,2,16
17,68,2,17
18,74,2,18
19,86,2,19
20,75,2,20
21,87,2,21
22,86,2,22
23,86,2,23
24,76,2,24
25,89,2,25
26,73,3,26
27,89,3,27
28,83,3,28
29,77,3,29
30,80,3,30
31,68,3,31
32,69,3,32
33,84,3,33
34,92,3,34
35,85,3,35
36,78,3,36
37,68,4,37
38,82,4,38
39,81,4,39
40,89,4,40
41,77,4,41
42,71,4,42
43,75,4,43
44,72,4,44
45,77,4,45
46,76,4,46
47,69,4,47
48,95,4,48
49,74,4,49
50,73,5,50
51,71,5,51
52,75,5,52
53,69,5,53
54,91,5,54
55,81,5,55
56,77,5,56
57,76,5,57
58,82,5,58
59,86,5,59
60,83,5,60
61,93,5,61
62,83,5,62
63,75,5,63
64,89,5,64
65,89,6,65
66,84,6,66
67,85,6,67
68,86,6,68
69,93,6,69
70,90,6,70
71,88,6,71
72,88,6,72
73,71,6,73
74,86,6,74
75,77,6,75
76,78,6,76
77,78,7,77
78,75,7,78
79,73,7,79
80,88,7,80
81,86,7,81
82,90,7,82
83,91,7,83
84,79,7,84
85,78,7,85
86,83,7,86
87,86,8,87
88,85,8,88
89,90,8,89
90,87,8,90
91,75,8,91
92,73,8,92
93,82,8,93
94,77,8,94
95,87,8,95
96,80,8,96
97,92,9,97
98,80,9,98
99,74,9,99
100,91,9,100
101,70,9,101
102,71,9,102
103,87,9,103
104,67,9,104
105,65,9,105
106,81,9,106
107,91,9,107
108,87,9,108
109,70,9,109
110,78,9,110
111,80,10,111
112,82,10,112
113,81,10,113
114,86,10,114
115,76,10,115
116,74,10,116
117,81,10,117
118,76,10,118
119,72,10,119
120,73,10,120
121,73,10,121
122,85,10,122
123,83,10,123
124,76,11,124
125,85,11,125
126,80,11,126
127,92,11,127
128,82,11,128
129,88,11,129
130,82,11,130
131,77,11,131
132,91,11,132
133,91,11,133
134,70,12,134
135,84,12,135
136,66,12,136
137,95,12,137
138,76,12,138
139,69,12,139
140,81,12,140
141,90,12,141
142,84,12,142
143,78,12,143
144,86,12,144
145,76,13,145
146,76,13,146
147,91,13,147
148,77,13,148
149,80,13,149
150,74,13,150
151,85,13,151
152,79,13,152
153,96,13,153
154,94,13,154
155,70,13,155
156,83,13,156
157,87,13,157
158,86,13,158
159,84,14,159
160,81,14,160
161,83,14,161
162,75,14,162
163,77,14,163
164,85,14,164
165,92,14,165
166,83,14,166
167,72,14,167
168,77,14,168
169,85,15,169
170,76,15,170
171,87,15,171
172,75,15,172
173,65,15,173
174,75,15,174
175,86,15,175
176,86,15,176
177,89,15,177
178,85,15,178
179,79,15,179
180,85,15,180
181,76,15,181
182,93,15,182
183,76,15,183
184,74,16,184
185,77,16,185
186,73,16,186
187,78,16,187
188,90,16,188
189,80,16,189
190,73,16,190
191,89,16,191
192,83,16,192
193,76,16,193
194,90,16,194
195,80,17,195
196,81,17,196
197,81,17,197
198,84,17,198
199,68,17,199
200,92,17,200
201,71,17,201
202,79,17,202
203,72,17,203
204,80,17,204
205,92,17,205
206,85,17,206
207,78,17,207
208,79,17,208
209,91,18,209
210,76,18,210
211,93,18,211
212,84,18,212
213,83,18,213
214,84,18,214
215,72,18,215
216,66,18,216
217,69,18,217
218,79,18,218
219,69,19,219
220,84,19,220
221,70,19,221
222,79,19,222
223,88,19,223
224,73,19,224
225,70,19,225
226,87,19,226
227,81,19,227
228,78,19,228
229,83,19,229
230,69,20,230
231,74,20,231
232,89,20,232
233,80,20,233
234,70,20,234
235,89,20,235
236,79,20,236
237,88,20,237
238,90,20,238
239,88,20,239
240,96,20,240
241,71,20,241
242,74,21,242
243,81,21,243
244,77,21,244
245,89,21,245
246,82,21,246
247,92,21,247
248,88,21,248
249,82,21,249
250,82,21,250
251,88,21,251
252,74,21,252
253,73,21,253
254,83,21,254
255,77,21,255
256,77,22,256
257,79,22,257
258,78,22,258
259,88,22,259
260,73,22,260
261,71,22,261
262,82,22,262
263,78,22,263
264,78,22,264
265,85,22,265
266,81,22,266
267,70,22,267
268,86,22,268
269,96,22,269
270,81,22,270
271,84,23,271
272,89,23,272
273,93,23,273
274,87,23,274
275,68,23,275
276,89,23,276
277,70,23,277
278,91,23,278
279,88,23,279
280,86,23,280
281,78,23,281
282,78,23,282
283,80,23,283
284,76,24,284
285,69,24,285
286,82,24,286
287,78,24,287
288,79,24,288
289,90,24,289
290,71,24,290
291,92,24,291
292,82,24,292
293,91,24,293
294,76,25,294
295,81,25,295
296,73,25,296
297,84,25,297
298,97,25,298
299,84,25,299
300,66,25,300
301,84,25,301
302,84,25,302
303,83,25,303
304,77,25,304
305,82,26,305
306,78,26,306
307,90,26,307
308,90,26,308
309,74,26,309
310,80,26,310
311,93,26,311
312,87,26,312
313,80,26,313
314,78,26,314
315,82,27,315
316,71,27,316
317,84,27,317
318,70,27,318
319,73,27,319
320,81,27,320
321,87,27,321
322,84,27,322
323,78,27,323
324,87,27,324
325,83,27,325
326,75,27,326
327,93,27,327
328,78,27,328
329,81,28,329
330,67,28,330
331,83,28,331
332,84,28,332
333,72,28,333
334,89,28,334
335,79,28,335
336,82,28,336
337,65,28,337
338,90,28,338
339,86,29,339
340,80,29,340
341,77,29,341
342,70,29,342
343,75,29,343
344,75,29,344
345,80,29,345
346,82,29,346
347,88,29,347
348,74,29,348
349,75,29,349
350,83,30,350
351,82,30,351
352,84,30,352
353,89,30,353
354,85,30,354
355,94,30,355
356,80,30,356
357,83,30,357
358,78,30,358
359,72,30,359
360,75,30,360
361,93,30,361
362,88,30,362
363,79,30,363
364,84,30,364
365,71,31,365
366,77,31,366
367,68,31,367
368,92,31,368
369,86,31,369
370,64,31,370
371,70,31,371
372,81,31,372
373,82,31,373
374,74,31,374
375,83,32,375
376,69,32,376
377,76,32,377
378,87,32,378
379,71,32,379
380,87,32,380
381,90,32,381
382,71,32,382
383,81,32,383
384,73,32,384
385,83,33,385
386,85,33,386
387,86,33,387
388,82,33,388
389,64,33,389
390,85,33,390
391,84,33,391
392,84,33,392
393,84,33,393
394,90,33,394
395,85,34,395
396,90,34,396
397,96,34,397
398,74,34,398
399,89,34,399
400,81,34,400
401,70,34,401
402,86,34,402
403,82,34,403
404,86,34,404
405,72,34,405
406,76,34,406
407,77,34,407
408,75,34,408
409,82,34,409
410,81,35,410
411,81,35,411
412,70,35,412
413,79,35,413
414,89,35,414
415,78,35,415
416,81,35,416
417,87,35,417
418,68,35,418
419,71,35,419
420,75,35,420
421,84,35,421
422,72,36,422
423,80,36,423
424,77,36,424
425,84,36,425
426,81,36,426
427,74,36,427
428,75,36,428
429,87,36,429
430,78,36,430
431,86,36,431
432,90,36,432
433,77,36,433
434,82,36,434
435,86,36,435
436,81,36,436
437,68,37,437
438,92,37,438
439,76,37,439
440,77,37,440
441,76,37,441
442,81,37,442
443,83,37,443
444,94,37,444
445,80,37,445
446,81,37,446
447,85,37,447
448,71,37,448
449,78,38,449
450,78,38,450
451,71,38,451
452,84,38,452
453,81,38,453
454,90,38,454
455,87,38,455
456,75,38,456
457,85,38,457
458,91,38,458
459,89,38,459
460,73,38,460
461,68,38,461
462,84,39,462
463,76,39,463
464,82,39,464
465,72,39,465
466,93,39,466
467,92,39,467
468,73,39,468
469,78,39,469
470,88,39,470
471,77,39,471
472,61,39,472
473,75,39,473
474,68,39,474
475,71,39,475
476,79,40,476
477,74,40,477
478,79,40,478
479,79,40,479
480,78,40,480
481,80,40,481
482,87,40,482
483,80,40,483
484,74,40,484
485,80,40,485
486,65,40,486
487,68,41,487
488,76,41,488
489,75,41,489
490,66,41,490
491,86,41,491
492,71,41,492
493,87,41,493
494,78,41,494
495,77,41,495
496,80,41,496
497,84,41,497
498,76,41,498
499,68,41,499
500,74,41,500
501,82,42,501
502,74,42,502
503,82,42,503
504,77,42,504
505,89,42,505
506,76,42,506
507,70,42,507
508,75,42,508
509,75,42,509
510,91,42,510
511,75,42,511
512,70,42,512
513,75,43,513
514,89,43,514
515,92,43,515
516,79,43,516
517,91,43,517
518,77,43,518
519,76,43,519
520,81,43,520
521,86,43,521
522,74,43,522
523,79,43,523
